filename,mos_score
p361_217.wav,4.199282169342041
s5_166.wav,4.054866313934326
p360_191.wav,4.010297775268555
p374_215.wav,4.161718845367432
p363_043.wav,4.049446105957031
s5_189.wav,4.025454998016357
p363_031.wav,3.998380422592163
p376_177.wav,4.014338493347168
p361_354.wav,3.9922776222229004
p362_114.wav,4.011600494384766
p361_273.wav,4.131021022796631
p361_195.wav,3.6466264724731445
p376_340.wav,3.793837070465088
p376_022.wav,4.075972557067871
p363_014.wav,3.911043643951416
s5_242.wav,4.298190116882324
p360_096.wav,3.8858697414398193
p376_299.wav,4.018810749053955
p360_104.wav,3.917456865310669
p361_130.wav,4.214874744415283
p363_406.wav,3.725358009338379
p360_144.wav,3.834728717803955
p376_355.wav,3.8007400035858154
p360_150.wav,3.91963791847229
p376_388.wav,3.629934072494507
s5_125.wav,4.085773468017578
p361_138.wav,4.100876331329346
s5_212.wav,3.835273027420044
p363_062.wav,3.8660919666290283
p364_308.wav,3.750335216522217
p361_374.wav,3.9697322845458984
s5_231.wav,4.154900550842285
s5_124.wav,4.1490373611450195
p374_064.wav,4.0899810791015625
p360_413.wav,3.8442392349243164
p364_044.wav,3.4931347370147705
p364_303.wav,3.8746488094329834
p363_236.wav,3.7594289779663086
p360_070.wav,4.0871758460998535
p363_079.wav,3.7819089889526367
p360_382.wav,4.005771636962891
p374_323.wav,3.715214490890503
p374_419.wav,3.4953997135162354
p376_255.wav,3.8322970867156982
s5_116.wav,4.083071708679199
p376_283.wav,3.632171630859375
p374_141.wav,4.098721981048584
p363_311.wav,4.070391654968262
p364_302.wav,3.744817018508911
p361_291.wav,3.9338018894195557
p374_248.wav,3.787351369857788
p376_202.wav,4.062589645385742
p364_243.wav,3.7253916263580322
p360_376.wav,3.8204591274261475
p361_186.wav,4.050676345825195
p374_073.wav,3.8720104694366455
p364_012.wav,3.6750636100769043
p360_153.wav,4.0667619705200195
p362_178.wav,3.706322431564331
p360_318.wav,3.271873712539673
p363_167.wav,3.9426138401031494
p360_111.wav,3.9510087966918945
p360_380.wav,4.165227890014648
p376_382.wav,4.0808491706848145
p374_161.wav,2.821361541748047
p376_306.wav,4.185405731201172
p364_252.wav,3.6711556911468506
p374_325.wav,3.8887157440185547
