filename,mos_score
p361_217.wav,4.296202182769775
s5_166.wav,4.171206474304199
p360_191.wav,4.166881561279297
p374_215.wav,4.2782111167907715
p363_043.wav,4.075235843658447
s5_189.wav,3.9845128059387207
p363_031.wav,4.020960807800293
p376_177.wav,4.1925883293151855
p361_354.wav,3.9375014305114746
p362_114.wav,4.217545509338379
p361_273.wav,4.2407026290893555
p361_195.wav,3.7000322341918945
p376_340.wav,4.150627613067627
p376_022.wav,4.294277191162109
p363_014.wav,4.011343479156494
s5_242.wav,4.226550102233887
p360_096.wav,3.9944777488708496
p376_299.wav,4.232226371765137
p360_104.wav,3.9300196170806885
p361_130.wav,4.3029022216796875
p363_406.wav,3.8703229427337646
p360_144.wav,3.9853739738464355
p376_355.wav,4.106407642364502
p360_150.wav,3.9624524116516113
p376_388.wav,4.110513210296631
s5_125.wav,4.300015926361084
p361_138.wav,4.117897033691406
s5_212.wav,4.211887359619141
p363_062.wav,4.032474517822266
p364_308.wav,3.713773250579834
p361_374.wav,4.107071876525879
s5_231.wav,4.262426853179932
s5_124.wav,4.300854206085205
p374_064.wav,4.207518577575684
p360_413.wav,3.9388179779052734
p364_044.wav,3.5192582607269287
p364_303.wav,3.76846981048584
p363_236.wav,3.7539772987365723
p360_070.wav,4.175215721130371
p363_079.wav,3.7434751987457275
p360_382.wav,4.045467853546143
p374_323.wav,3.5630455017089844
p374_419.wav,3.5552706718444824
p376_255.wav,4.237859725952148
s5_116.wav,4.272457599639893
p376_283.wav,3.909961700439453
p374_141.wav,4.233072280883789
p363_311.wav,4.164390563964844
p364_302.wav,3.8238749504089355
p361_291.wav,4.095113754272461
p374_248.wav,4.009232044219971
p376_202.wav,4.159412860870361
p364_243.wav,3.8191726207733154
p360_376.wav,3.961249351501465
p361_186.wav,3.903315782546997
p374_073.wav,3.994943141937256
p364_012.wav,3.6251649856567383
p360_153.wav,4.044693470001221
p362_178.wav,4.195300102233887
p360_318.wav,3.5217742919921875
p363_167.wav,3.8682727813720703
p360_111.wav,3.9513986110687256
p360_380.wav,4.283568382263184
p376_382.wav,4.275876522064209
p374_161.wav,3.2358622550964355
p376_306.wav,4.319950580596924
p364_252.wav,3.4914603233337402
p374_325.wav,3.9998860359191895
s5_158.wav,4.202199935913086
p360_100.wav,4.049038887023926
p360_390.wav,4.044987678527832
p363_346.wav,3.8678579330444336
s5_313.wav,4.173330783843994
p360_362.wav,4.034664154052734
p376_262.wav,4.033927917480469
p362_321.wav,3.7748544216156006
p376_398.wav,4.036494731903076
p363_065.wav,4.015725135803223
p361_234.wav,4.228445053100586
p364_075.wav,4.197103023529053
s5_131.wav,4.141993045806885
p374_260.wav,3.647101640701294
p376_313.wav,4.157039165496826
p363_366.wav,4.188981056213379
p363_186.wav,3.7723283767700195
p374_220.wav,4.210810661315918
p361_256.wav,4.255388259887695
p360_193.wav,4.106001377105713
p361_122.wav,4.133364200592041
p361_045.wav,4.369779109954834
p360_058.wav,4.239624500274658
p376_423.wav,4.056704044342041
p363_405.wav,3.962766170501709
p364_084.wav,3.666687488555908
p376_229.wav,3.9552879333496094
p374_002.wav,3.9455819129943848
p363_055.wav,3.9751136302948
s5_290.wav,4.360256195068359
p374_284.wav,3.8076400756835938
p360_232.wav,4.216991901397705
s5_056.wav,4.22950553894043
p360_317.wav,4.089395046234131
p374_122.wav,3.9434354305267334
p374_400.wav,4.253187656402588
p362_016.wav,4.09998083114624
