filename,mos_score
p361_217.wav,3.8580799102783203
s5_166.wav,3.765265703201294
p360_191.wav,3.8460135459899902
p374_215.wav,4.2276763916015625
p363_043.wav,3.7848317623138428
s5_189.wav,3.849989414215088
p363_031.wav,3.7888779640197754
p376_177.wav,4.068391799926758
p361_354.wav,3.6949329376220703
p362_114.wav,4.0329155921936035
p361_273.wav,4.050007343292236
p361_195.wav,3.538118362426758
p376_340.wav,3.701744794845581
p376_022.wav,3.9960591793060303
p363_014.wav,3.8278861045837402
s5_242.wav,4.234560012817383
p360_096.wav,3.767585515975952
p376_299.wav,4.066159248352051
p360_104.wav,3.58830189704895
p361_130.wav,4.089268684387207
p363_406.wav,3.7795486450195312
p360_144.wav,3.6328656673431396
p376_355.wav,3.8946547508239746
p360_150.wav,3.8889684677124023
p376_388.wav,3.874354362487793
s5_125.wav,4.038027763366699
p361_138.wav,4.084225177764893
s5_212.wav,3.491459608078003
p363_062.wav,3.8302688598632812
p364_308.wav,3.7015485763549805
p361_374.wav,3.117767095565796
s5_231.wav,3.890782117843628
s5_124.wav,4.200171947479248
p374_064.wav,3.940277576446533
p360_413.wav,3.45322322845459
p364_044.wav,3.599581241607666
p364_303.wav,3.76029372215271
p363_236.wav,3.6408767700195312
p360_070.wav,3.7488186359405518
p363_079.wav,3.4503910541534424
p360_382.wav,3.6691489219665527
p374_323.wav,3.487687587738037
p374_419.wav,4.140223503112793
p376_255.wav,3.9726734161376953
s5_116.wav,4.029332160949707
p376_283.wav,3.647641181945801
p374_141.wav,3.79582142829895
p363_311.wav,3.744537115097046
p364_302.wav,3.763740062713623
p361_291.wav,3.6578915119171143
p374_248.wav,3.63694429397583
p376_202.wav,4.111306190490723
p364_243.wav,3.7113964557647705
p360_376.wav,3.6381099224090576
p361_186.wav,3.551640033721924
p374_073.wav,3.906808853149414
p364_012.wav,3.532729387283325
p360_153.wav,3.7839865684509277
p362_178.wav,3.662287473678589
p360_318.wav,3.37431001663208
p363_167.wav,3.913228988647461
p360_111.wav,3.870232582092285
p360_380.wav,4.084234237670898
p376_382.wav,3.894906997680664
p374_161.wav,2.605358123779297
p376_306.wav,4.170584201812744
p364_252.wav,3.4789319038391113
p374_325.wav,3.9661293029785156
s5_158.wav,3.7464661598205566
p360_100.wav,3.912031650543213
p360_390.wav,3.6173760890960693
p363_346.wav,3.677276611328125
s5_313.wav,3.812182903289795
p360_362.wav,3.850329875946045
p376_262.wav,3.9938952922821045
p362_321.wav,3.6824169158935547
p376_398.wav,3.7932326793670654
p363_065.wav,3.623572587966919
p361_234.wav,4.250887870788574
p364_075.wav,3.9988608360290527
s5_131.wav,3.6931936740875244
p374_260.wav,3.1532833576202393
p376_313.wav,4.023408889770508
p363_366.wav,3.9477386474609375
p363_186.wav,3.7677230834960938
p374_220.wav,3.9899516105651855
p361_256.wav,4.038228988647461
p360_193.wav,3.9352221488952637
p361_122.wav,4.000467300415039
p361_045.wav,4.099517822265625
p360_058.wav,3.8976731300354004
p376_423.wav,3.9694199562072754
p363_405.wav,3.624501943588257
p364_084.wav,3.4417574405670166
p376_229.wav,3.678659439086914
p374_002.wav,3.65372633934021
p363_055.wav,3.6031980514526367
s5_290.wav,4.105700492858887
p374_284.wav,3.468465566635132
p360_232.wav,3.921781539916992
s5_056.wav,3.8199291229248047
p360_317.wav,3.7177157402038574
p374_122.wav,3.740509510040283
p374_400.wav,3.7746076583862305
p362_016.wav,3.8154892921447754
s5_150.wav,3.9782228469848633
s5_345.wav,4.079889297485352
s5_250.wav,3.8329720497131348
p363_154.wav,3.9029557704925537
p360_106.wav,3.7082080841064453
p363_243.wav,3.647035598754883
p361_145.wav,4.296899318695068
p376_113.wav,4.009710788726807
p361_311.wav,3.791294574737549
p361_360.wav,3.850482702255249
p374_107.wav,3.3857779502868652
p361_061.wav,3.822218179702759
p362_194.wav,3.8644657135009766
p374_139.wav,3.5548534393310547
s5_322.wav,4.207330226898193
p363_074.wav,3.9378044605255127
s5_024.wav,4.027533054351807
s5_139.wav,3.928157329559326
p362_070.wav,3.7233431339263916
p364_005.wav,3.711512804031372
p376_266.wav,3.9702699184417725
p376_136.wav,4.194900035858154
p360_038.wav,3.8663759231567383
p361_269.wav,4.174212455749512
p361_284.wav,4.04883337020874
p360_113.wav,3.6410844326019287
p361_053.wav,3.675635814666748
p376_101.wav,3.933027744293213
p374_230.wav,3.6502230167388916
p374_217.wav,4.0942206382751465
p362_271.wav,3.25844407081604
p376_270.wav,4.069519519805908
p361_118.wav,3.980628728866577
p363_159.wav,3.510464668273926
p362_338.wav,3.500340223312378
p363_058.wav,3.509807586669922
p374_249.wav,3.352236270904541
s5_192.wav,3.896822929382324
p364_124.wav,3.868042230606079
s5_207.wav,3.9980475902557373
p364_185.wav,4.006568431854248
p374_103.wav,3.3268754482269287
s5_074.wav,3.9194283485412598
p360_126.wav,3.300225019454956
p363_001.wav,3.8310179710388184
p363_108.wav,3.952627658843994
p361_400.wav,4.324438571929932
p360_299.wav,4.11003303527832
p361_089.wav,3.988137722015381
p361_407.wav,4.107007026672363
s5_343.wav,3.932292938232422
p374_313.wav,3.697114944458008
p363_228.wav,3.703369140625
p361_039.wav,3.791686534881592
p364_055.wav,3.2712340354919434
p360_134.wav,3.899639844894409
p361_347.wav,3.382352352142334
s5_078.wav,3.4796433448791504
s5_371.wav,3.914158344268799
p363_288.wav,3.818709373474121
p376_031.wav,3.9934048652648926
p376_176.wav,3.604440927505493
p363_330.wav,4.034679889678955
p361_063.wav,4.021396636962891
p364_304.wav,3.722383499145508
p376_153.wav,3.9190139770507812
p361_289.wav,3.875239372253418
p374_040.wav,3.7792747020721436
p360_351.wav,3.6854281425476074
p376_257.wav,4.275485992431641
p361_173.wav,3.8348731994628906
p360_370.wav,3.908282518386841
p361_047.wav,3.9939420223236084
s5_072.wav,4.112377166748047
p361_315.wav,3.72528076171875
p360_422.wav,3.6448090076446533
